,area,title,community,position,tax,total_price,unit_price,hhid,link,hourseType,hourseSize,direction,fitment,level,buildTime
15,回龙观,2017年次新电梯两居室 南北通透全屋定制好装修,北京城建畅悦居D区,回龙观,,289.0,33925.0,101126378744,https://bj.lianjia.com/ershoufang/101126378744.html,2室1厅,85.19,南 北,精装,低楼层(共21层),2016年
16,回龙观,龙回苑小区低楼层商品房满五年家庭唯一住宅,龙回苑,回龙观,房本满五年,369.0,37611.0,101121882797,https://bj.lianjia.com/ershoufang/101121882797.html,2室2厅,98.11,南 北,简装,低楼层(共7层),板楼
17,回龙观,和谐家园一区 3室1厅 南 北,和谐家园一区,回龙观,房本满五年,439.0,36944.0,101124804366,https://bj.lianjia.com/ershoufang/101124804366.html,3室1厅,118.83,南 北,简装,6层,2006年
18,回龙观,全南向 视野开阔 采光充足 电梯房  精装修拎包入住,领秀慧谷B区,回龙观,房本满五年,328.0,51736.0,101119163402,https://bj.lianjia.com/ershoufang/101119163402.html,1室1厅,63.4,南,精装,高楼层(共9层),2011年
19,回龙观,地铁475米 小区中间 两居两卫 只有契税,龙回苑,回龙观,房本满五年,338.0,30829.0,101124814974,https://bj.lianjia.com/ershoufang/101124814974.html,2室1厅,109.64,南 北,简装,顶层(共6层),板楼
20,回龙观,新龙城正规一居 满五唯一 精装修 随时签,新龙城,回龙观,房本满五年,295.0,41827.0,101125970198,https://bj.lianjia.com/ershoufang/101125970198.html,1室1厅,70.53,西 北,精装,20层,2006年
21,回龙观,龙跃苑三区小区中间位置 南北三居室,龙跃苑三区,回龙观,房本满五年,439.0,36740.0,101126100891,https://bj.lianjia.com/ershoufang/101126100891.html,3室1厅,119.49,南 北,精装,6层,板楼
22,回龙观,回龙观刚需始发站，近地铁和医院商业,和谐家园一区,回龙观,房本满五年,345.0,37077.0,101126277169,https://bj.lianjia.com/ershoufang/101126277169.html,2室1厅,93.05,南 北,精装,6层,板楼
23,回龙观,中间楼层，05年准新房，电梯入户，有钥匙,流星花园二区,回龙观,房本满五年,229.0,48415.0,101125308950,https://bj.lianjia.com/ershoufang/101125308950.html,1室0厅,47.3,北,简装,11层,2004年
24,回龙观,龙跃东园区 中间层 离地铁400米 出行便利,龙跃苑东四区,回龙观,,436.0,44977.0,101126245822,https://bj.lianjia.com/ershoufang/101126245822.html,2室1厅,96.94,南 北,精装,中楼层(共6层),2007年
25,回龙观,慧华苑小区精装修两居室仅1个点契税！,慧华苑,回龙观,,293.0,39031.0,101125727762,https://bj.lianjia.com/ershoufang/101125727762.html,2室1厅,75.07,南 北,精装,7层,板楼
26,回龙观,龙锦苑五区商品房满五唯一中间位置不临街,龙锦苑五区,回龙观,房本满五年,435.0,42103.0,101126615921,https://bj.lianjia.com/ershoufang/101126615921.html,2室1厅,103.32,南 北,简装,6层,板楼
27,回龙观,畅悦居 南向两居 电梯 次新房 满五唯一 仅有契税,北京城建畅悦居A区,回龙观,房本满五年,289.0,35561.0,101125756983,https://bj.lianjia.com/ershoufang/101125756983.html,2室1厅,81.27,南,简装,中楼层(共21层),2016年
28,回龙观,商品房满五年唯一，只有契税，次顶层，小区中间！,和谐家园二区,回龙观,房本满五年,499.0,40223.0,101126709203,https://bj.lianjia.com/ershoufang/101126709203.html,3室1厅,124.06,南 北,简装,6层,2006年
29,回龙观,北京人家 3室1厅 南 北,北京人家,回龙观,房本满五年,510.0,44800.0,101126617487,https://bj.lianjia.com/ershoufang/101126617487.html,3室1厅,113.84,南 北,其他,6层,2004年
30,回龙观,万科金域华府 南向方正两居 中高层 位置好,金域华府一期,回龙观,房本满五年,505.0,56237.0,101126108482,https://bj.lianjia.com/ershoufang/101126108482.html,2室1厅,89.8,南,精装,28层,2012年
31,回龙观,北京人家 3室1厅 南 北,北京人家,回龙观,房本满五年,510.0,44800.0,101126617487,https://bj.lianjia.com/ershoufang/101126617487.html,3室1厅,113.84,南 北,其他,6层,2004年
32,回龙观,领秀慧谷C区，洋房社区南北双通透两居，靠谱卖,领秀慧谷C区,回龙观,,450.0,50409.0,101126557430,https://bj.lianjia.com/ershoufang/101126557430.html,2室1厅,89.27,南 北,简装,底层(共11层),2011年
33,回龙观,商品房满五年唯一  南北通透一居室  户型方正,风雅园二区,回龙观,房本满五年,256.0,41458.0,101122252046,https://bj.lianjia.com/ershoufang/101122252046.html,1室1厅,61.75,南 北,简装,5层,板楼
34,回龙观,北京人家靠近南门天空之城，满五年唯一，经典户型通透,北京人家,回龙观,房本满五年,439.0,37009.0,101126006773,https://bj.lianjia.com/ershoufang/101126006773.html,3室1厅,118.62,南 北,简装,6层,板楼
35,回龙观,龙泽苑东区 2室1厅 东 西,龙泽苑东区,回龙观,房本满五年,425.0,39167.0,101124728586,https://bj.lianjia.com/ershoufang/101124728586.html,2室1厅,108.51,东 西,简装,7层,板楼
36,回龙观,东西通透两居室，不临街，无遮挡，看房方便,新龙城,回龙观,房本满五年,461.0,48866.0,101123537622,https://bj.lianjia.com/ershoufang/101123537622.html,2室1厅,94.34,东 西,精装,9层,板楼
37,回龙观,龙锦苑五区商品房满五唯一中间位置不临街,龙锦苑五区,回龙观,房本满五年,435.0,42103.0,101126615921,https://bj.lianjia.com/ershoufang/101126615921.html,2室1厅,103.32,南 北,简装,6层,板楼
38,回龙观,龙回苑，经典复式，全明格局，户型好，视野开阔,龙回苑,回龙观,房本满五年,478.0,27521.0,101123591679,https://bj.lianjia.com/ershoufang/101123591679.html,4室2厅,173.69,南 北,精装,高楼层(共7层),板楼
39,回龙观,畅悦居 南向两居 电梯 次新房 满五唯一 仅有契税,北京城建畅悦居A区,回龙观,房本满五年,289.0,35561.0,101125756983,https://bj.lianjia.com/ershoufang/101125756983.html,2室1厅,81.27,南,简装,中楼层(共21层),2016年
40,回龙观,龙华园小区中间位置，三层精装两居，南北通透,龙华园,回龙观,房本满五年,329.0,47709.0,101126116405,https://bj.lianjia.com/ershoufang/101126116405.html,2室1厅,68.96,南 北,精装,6层,板楼
41,回龙观,祥业家园2019年次新房，采光好无遮挡，自住精装修,TBD住总万科天地,回龙观,房本满五年,432.0,51234.0,101125451374,https://bj.lianjia.com/ershoufang/101125451374.html,3室1厅,84.32,南,精装,高楼层(共19层),板楼
42,回龙观,4层不临街不把边，只给我留钥匙了，随时可看随时可签,龙锦苑一区,回龙观,房本满五年,445.0,35284.0,101125401939,https://bj.lianjia.com/ershoufang/101125401939.html,3室2厅,126.12,南 北,简装,6层,板楼
43,回龙观,龙泽苑B区+首付94万+南北通透+中美示范区+等你,龙泽苑西区,回龙观,,429.0,40169.0,101125464831,https://bj.lianjia.com/ershoufang/101125464831.html,3室1厅,106.8,南 北,简装,7层,板楼
44,回龙观,北京人家电梯两居室双阳台，采光好无遮挡满五年唯一。,北京人家,回龙观,房本满五年,430.0,46427.0,101126673316,https://bj.lianjia.com/ershoufang/101126673316.html,2室1厅,92.62,东 南 西,简装,10层,2005年
45,回龙观,满五唯一，全明格局，明厨明卫，中高层带电梯,流星花园三区,回龙观,房本满五年,590.0,51008.0,101126570643,https://bj.lianjia.com/ershoufang/101126570643.html,3室1厅,115.67,南 北,精装,中楼层(共11层),2006年
46,回龙观,商品房满五唯一，南北通透，中间楼层，采光充足,龙华园,回龙观,房本满五年,326.0,44240.0,101121336969,https://bj.lianjia.com/ershoufang/101121336969.html,2室1厅,73.69,南 北,简装,6层,板楼
47,回龙观,满五年唯一成本低，落地窗采光好，接受换房，看房随时,和谐家园一区,回龙观,房本满五年,335.0,35860.0,101126747735,https://bj.lianjia.com/ershoufang/101126747735.html,2室1厅,93.42,南 北,简装,6层,板楼
48,回龙观,商品房满五年唯一，南北通透格局，户型方正采光好，,龙腾苑四区,回龙观,房本满五年,469.0,49614.0,101121445249,https://bj.lianjia.com/ershoufang/101121445249.html,2室1厅,94.53,南 北,简装,底层(共6层),板楼
49,回龙观,满五唯一 精装修 高楼层视野好,融泽嘉园西二路2号院,回龙观,,399.0,45653.0,101121191011,https://bj.lianjia.com/ershoufang/101121191011.html,2室1厅,87.4,南 北,精装,顶层(共34层),2016年
50,回龙观,风雅园三区，南北通透，视野开阔，采光充足，全明三居,风雅园三区,回龙观,房本满五年,429.0,36834.0,101126341250,https://bj.lianjia.com/ershoufang/101126341250.html,3室2厅,116.47,南 北,简装,6层,板楼
51,回龙观,领秀慧谷C区 全南一居 商满五唯一 落地窗 随时看,领秀慧谷C区,回龙观,房本满五年,340.0,58814.0,101124918088,https://bj.lianjia.com/ershoufang/101124918088.html,1室1厅,57.81,南,简装,中楼层(共11层),板楼
52,回龙观,价格心动可谈 静雅通透两居落地阳台大飘窗1%契税,北店嘉园,回龙观,房本满五年,438.0,49632.0,101126680447,https://bj.lianjia.com/ershoufang/101126680447.html,2室1厅,88.25,南 北,精装,低楼层(共6层),板楼
53,回龙观,北京人家，天空之城，新龙泽，商品房社区,北京人家,回龙观,房本满五年,406.0,43694.0,101126254847,https://bj.lianjia.com/ershoufang/101126254847.html,2室1厅,92.92,东 南 西,简装,10层,2005年
54,回龙观,北京人家 2室1厅 南 北,北京人家,回龙观,房本满五年,416.0,44983.0,101126313814,https://bj.lianjia.com/ershoufang/101126313814.html,2室1厅,92.48,南 北,简装,10层,2005年
55,回龙观,北清路2号院优质联排，满五年唯一,园墅,回龙观,房本满五年,1250.0,51121.0,101124152219,https://bj.lianjia.com/ershoufang/101124152219.html,3室2厅,244.52,南 北,毛坯,4层,2009年
56,回龙观,新龙城中间两居双阳台满五唯一明厨明卫视野开阔无噪音,新龙城,回龙观,房本满五年,465.0,54361.0,101126431881,https://bj.lianjia.com/ershoufang/101126431881.html,2室1厅,85.54,东南 西,精装,20层,2007年
57,回龙观,钢混结构，落地飘窗，不临街不把边，自住装修，仅契税,北店嘉园,回龙观,房本满五年,473.0,47391.0,101126717339,https://bj.lianjia.com/ershoufang/101126717339.html,2室1厅,99.81,南 北,精装,中楼层(共6层),板楼
58,回龙观,三季有花四季常青，经典中楼层两居室，商品房满五唯一,龙禧苑一区,回龙观,房本满五年,398.0,41424.0,101126236438,https://bj.lianjia.com/ershoufang/101126236438.html,2室1厅,96.08,南 西 北,简装,中楼层(共6层),板楼
59,回龙观,3层、位置好、商五一、看房有钥匙,龙锦苑一区,回龙观,房本满五年,430.0,34324.0,101126724390,https://bj.lianjia.com/ershoufang/101126724390.html,3室1厅,125.28,南 北,简装,6层,2005年
60,回龙观,龙腾苑五区 3室1厅 南 北,龙腾苑五区,回龙观,房本满五年,470.0,42221.0,101125608768,https://bj.lianjia.com/ershoufang/101125608768.html,3室1厅,111.32,南 北,简装,中楼层(共7层),板楼
61,回龙观,精装修 位置好正对小区花园 业主诚心出售,融泽嘉园西二路2号院,回龙观,,569.0,54497.0,101124492635,https://bj.lianjia.com/ershoufang/101124492635.html,3室1厅,104.41,南 北,精装,中楼层(共34层),2016年
62,回龙观,天巢园 2室1厅 南 北,天巢园,回龙观,房本满五年,360.0,42986.0,101123305930,https://bj.lianjia.com/ershoufang/101123305930.html,2室1厅,83.75,南 北,简装,22层,2010年
63,回龙观,"停车方便，低楼层,带装修,小区到8号线地铁560米",龙禧苑一区,回龙观,房本满五年,395.0,41941.0,101125269429,https://bj.lianjia.com/ershoufang/101125269429.html,2室1厅,94.18,南 北,精装,低楼层(共6层),板楼
64,回龙观,急售北京人家 合生汇新龙泽地铁电梯楼落地窗只有契税,北京人家,回龙观,房本满五年,399.0,42853.0,101126671365,https://bj.lianjia.com/ershoufang/101126671365.html,2室1厅,93.11,南 北,简装,10层,板楼
65,回龙观,5+6层复式，不临街小区中间，看房随时有钥匙。,风雅园三区,回龙观,房本满五年,410.0,26416.0,101126532736,https://bj.lianjia.com/ershoufang/101126532736.html,3室2厅,155.21,南 北,简装,6层,1999年
66,回龙观,2019年次新房 商满五唯一 高楼层采光好视野棒,领秀慧谷D2区,回龙观,房本满五年,599.0,65301.0,101124897081,https://bj.lianjia.com/ershoufang/101124897081.html,3室1厅,91.73,南 北,精装,高楼层(共11层),板楼
67,回龙观,商品房小区中间，南北通透的三居室，户型方正，落地窗,龙跃苑东二区,回龙观,房本满五年,465.0,37389.0,101125354702,https://bj.lianjia.com/ershoufang/101125354702.html,3室1厅,124.37,南 北,简装,高楼层(共6层),2007年
68,回龙观,龙泽苑东区电梯三室两卫，满五唯一，格局方正,龙泽苑东区,回龙观,,760.0,50556.0,101122813384,https://bj.lianjia.com/ershoufang/101122813384.html,3室2厅,150.33,南 北,精装,9层,板楼
69,回龙观,云趣园一区 2室2厅 南 北,云趣园一区,回龙观,房本满五年,420.0,40046.0,101126557309,https://bj.lianjia.com/ershoufang/101126557309.html,2室2厅,104.88,南 北,其他,7层,板楼
70,回龙观,中间位置 户型方正 采光好 业主诚售,云趣园一区,回龙观,房本满五年,408.0,25677.0,101124161569,https://bj.lianjia.com/ershoufang/101124161569.html,5室2厅,158.9,南 北,简装,7层,板楼
71,回龙观,电梯直达地下车库，小区中间位置，高楼层采光视野好,龙泽苑东区,回龙观,房本满五年,528.0,53933.0,101124642804,https://bj.lianjia.com/ershoufang/101124642804.html,2室2厅,97.9,东 南,精装,11层,2003年
72,回龙观,05年电梯商品房，主卧客厅朝南首付80 ，看房随时,矩阵二期,回龙观,房本满五年,399.0,50284.0,101124781844,https://bj.lianjia.com/ershoufang/101124781844.html,2室1厅,79.35,南 北,精装,低楼层(共6层),板楼
73,回龙观,首开国风美唐三期 全明格局 小区中间 正对花园 精,首开国风美唐三期,回龙观,,575.0,59828.0,101124735851,https://bj.lianjia.com/ershoufang/101124735851.html,2室1厅,96.11,南 西 北,精装,18层,2016年
74,回龙观,新龙城60万婚房装修，户型方正，楼层好采光好视野好,新龙城,回龙观,,529.0,58421.0,101126449230,https://bj.lianjia.com/ershoufang/101126449230.html,2室1厅,90.55,东南,精装,20层,板楼
75,回龙观,满五年唯一，户型方正，名厨明卫，采光好地铁近,新龙城,回龙观,房本满五年,409.0,46393.0,101123721446,https://bj.lianjia.com/ershoufang/101123721446.html,2室2厅,88.16,东 北,精装,15层,2007年
76,回龙观,价格低别墅 前花园后车库 户型空间大 满五年,流星花园一区,回龙观,房本满五年,1000.0,37674.0,101124641987,https://bj.lianjia.com/ershoufang/101124641987.html,4室3厅,265.44,南 北,简装,3层,暂无数据
77,回龙观,融泽嘉园中路1号院 南北双通透 客厅超南,融泽嘉园中路1号院,回龙观,房本满五年,485.0,52575.0,101124734113,https://bj.lianjia.com/ershoufang/101124734113.html,2室1厅,92.25,南 北,精装,18层,板塔结合
78,回龙观,正规两居室，不临街，高楼层视野采光好，户型方正,新龙城,回龙观,房本满五年,498.0,55034.0,101119297813,https://bj.lianjia.com/ershoufang/101119297813.html,2室1厅,90.49,西南,简装,20层,2007年
79,回龙观,新龙城 3室1厅 南 西 北,新龙城,回龙观,房本满五年,596.0,47642.0,101126262417,https://bj.lianjia.com/ershoufang/101126262417.html,3室1厅,125.1,南 西 北,精装,20层,2007年
80,回龙观,冠庭园  低楼层 南北户型两居  双卫  落地窗,冠庭园,回龙观,房本满五年,449.0,45108.0,101123391828,https://bj.lianjia.com/ershoufang/101123391828.html,2室1厅,99.54,南 北,精装,低楼层(共7层),板楼
81,回龙观,和谐家园一区南北通透中间层三居,和谐家园一区,回龙观,房本满五年,490.0,39358.0,101124081659,https://bj.lianjia.com/ershoufang/101124081659.html,3室1厅,124.5,南 北,简装,6层,板楼
82,回龙观,首开智慧社电梯两居室，精装修，出行方便,首开智慧社,回龙观,房本满五年,469.0,54027.0,101117399253,https://bj.lianjia.com/ershoufang/101117399253.html,2室1厅,86.81,南 北,精装,顶层(共17层),2011年
83,回龙观,此房满五年唯一，户型方正，西南向，电梯中间楼层,北京城建畅悦居A区,回龙观,房本满五年,330.0,36963.0,101125468764,https://bj.lianjia.com/ershoufang/101125468764.html,3室1厅,89.28,南 西 北,精装,中楼层(共21层),2016年
84,回龙观,领秀慧谷C区优质房,领秀慧谷C区,回龙观,房本满五年,645.0,56609.0,101125109015,https://bj.lianjia.com/ershoufang/101125109015.html,3室1厅,113.94,南 北,精装,高楼层(共8层),板楼
85,回龙观,龙腾苑五区 小区中间位置 全明格局，看房随时中间层,龙腾苑五区,回龙观,房本满五年,566.0,40504.0,101125860707,https://bj.lianjia.com/ershoufang/101125860707.html,3室1厅,139.74,南 北,精装,中楼层(共6层),板楼
86,回龙观,风雅园二区 通透户型，自住精装修,风雅园二区,回龙观,房本满五年,340.0,37808.0,101126553573,https://bj.lianjia.com/ershoufang/101126553573.html,2室1厅,89.93,东 西,精装,6层,板楼
87,回龙观,金达园小区 满五唯一 层高2.9米 业主诚心出售,金达园,回龙观,房本满五年,420.0,32731.0,101124754508,https://bj.lianjia.com/ershoufang/101124754508.html,3室1厅,128.32,东 西,简装,底层(共5层),板楼
88,回龙观,龙腾苑二区商品房满五年唯一精装修,龙腾苑二区,回龙观,房本满五年,440.0,43150.0,101126198332,https://bj.lianjia.com/ershoufang/101126198332.html,2室1厅,101.97,南 北,精装,6层,板楼
89,回龙观,龙邸，满五年唯一下叠，精装修，南北通透格局好,龙邸,回龙观,房本满五年,1100.0,45811.0,101126632767,https://bj.lianjia.com/ershoufang/101126632767.html,3室2厅,240.12,南 北,精装,底层(共6层),板楼
90,回龙观,双线地铁，商满五唯一，全天采光，东西通透,领秀慧谷B区,回龙观,房本满五年,278.0,35351.0,101126474667,https://bj.lianjia.com/ershoufang/101126474667.html,2室1厅,78.64,东 西,简装,顶层(共6层),2011年
91,回龙观,2016年电梯次新房 南北通透两居室 高层视野开阔,北京城建畅悦居D区,回龙观,房本满五年,289.0,33969.0,101126182270,https://bj.lianjia.com/ershoufang/101126182270.html,2室1厅,85.08,南 北,简装,高楼层(共21层),2016年
92,回龙观,云趣园三区，只有契税，门口在建13号线，双卧朝南,云趣园三区,回龙观,房本满五年,362.0,32210.0,101124070438,https://bj.lianjia.com/ershoufang/101124070438.html,3室1厅,112.39,南 西 北,简装,6层,板楼
93,回龙观,领秀慧谷D区17年电梯商品房小区，全人车分流高楼层,领秀慧谷D区,回龙观,房本满五年,565.0,62116.0,101125865694,https://bj.lianjia.com/ershoufang/101125865694.html,2室2厅,90.96,南 北,精装,中楼层(共11层),板楼
94,回龙观,业主急售 无抵押无户口 婚房装修 高楼层采光好,流星花园三区,回龙观,,669.0,51159.0,101125228776,https://bj.lianjia.com/ershoufang/101125228776.html,3室1厅,130.77,东南 北,精装,高楼层(共11层),板塔结合
95,回龙观,双线地铁，两大商场，外挂石材，地暖，次新,领秀慧谷D2区,回龙观,房本满五年,585.0,59379.0,101125977751,https://bj.lianjia.com/ershoufang/101125977751.html,2室2厅,98.52,东 南 北,简装,低楼层(共13层),板楼
96,回龙观,万润家园 2室1厅 北,万润家园,回龙观,房本满五年,309.0,46432.0,101126589259,https://bj.lianjia.com/ershoufang/101126589259.html,2室1厅,66.55,北,简装,低楼层(共10层),2003年
97,回龙观,龙泽苑西区4层两居+格局宽敞采光好+随时看房,龙泽苑西区,回龙观,房本满五年,408.0,45715.0,101125339006,https://bj.lianjia.com/ershoufang/101125339006.html,2室1厅,89.25,南 北,简装,7层,板楼
98,回龙观,龙腾苑四区 4室2厅 南 北,龙腾苑四区,回龙观,房本满五年,529.0,34202.0,101126508731,https://bj.lianjia.com/ershoufang/101126508731.html,4室2厅,154.67,南 北,简装,6层,板楼
99,回龙观,龙回苑 距离地铁约358米 商满五唯一 中间4层,龙回苑,回龙观,房本满五年,454.0,39037.0,101126493155,https://bj.lianjia.com/ershoufang/101126493155.html,3室1厅,116.3,南 北,简装,中楼层(共7层),2004年
100,回龙观,此房商满五唯一，通透户型，中间3层，视野开阔,龙回苑,回龙观,房本满五年,329.0,35286.0,101126233325,https://bj.lianjia.com/ershoufang/101126233325.html,2室1厅,93.24,东 西,简装,中楼层(共6层),2004年
101,回龙观,满五年唯一商品房，万科精装拎包入住，东边户明卫,金域华府三期,回龙观,房本满五年,708.0,61040.0,101124630832,https://bj.lianjia.com/ershoufang/101124630832.html,3室1厅,115.99,南 北,精装,底层(共26层),2015年
102,回龙观,小区中间位置，满五年唯一，南北通透，即将加装电梯。,通达园,回龙观,房本满五年,479.0,36661.0,101120046658,https://bj.lianjia.com/ershoufang/101120046658.html,3室1厅,130.66,南 北,简装,7层,板楼
103,回龙观,风雅园三区南北向一居室，成熟配套社区 业主诚意出售,风雅园三区,回龙观,房本满五年,305.0,43343.0,101123689686,https://bj.lianjia.com/ershoufang/101123689686.html,1室1厅,70.37,南 北,精装,6层,板楼
104,回龙观,首开国风美唐一期 满五年唯一商品房 南北通透户型,首开国风美唐一期,回龙观,房本满五年,589.0,63780.0,101126329677,https://bj.lianjia.com/ershoufang/101126329677.html,2室1厅,92.35,南 北,精装,中楼层(共11层),2012年
105,回龙观,龙华园二区总价超低上车刚需两居,龙华园,回龙观,,248.0,37327.0,101125942290,https://bj.lianjia.com/ershoufang/101125942290.html,2室1厅,66.44,南 北,简装,7层,1995年
106,回龙观,小区中间，南北通透，采光通风好 南北通透,龙禧苑五区,回龙观,房本满五年,419.0,36000.0,101124036312,https://bj.lianjia.com/ershoufang/101124036312.html,3室1厅,116.39,南 北,简装,中楼层(共7层),板楼
107,回龙观,回龙观北京人家，中间层三居室，不临街，简装看房方便,北京人家,回龙观,房本满五年,468.0,39571.0,101126502742,https://bj.lianjia.com/ershoufang/101126502742.html,3室2厅,118.27,南 北,简装,6层,板楼
108,回龙观,满五唯一，精装修，中高层，采光好、视野好，随时签约,融泽嘉园西二路6号院,回龙观,房本满五年,439.0,49915.0,101119439133,https://bj.lianjia.com/ershoufang/101119439133.html,2室1厅,87.95,南,精装,顶层(共22层),2016年
109,回龙观,慧华苑 低楼层 诚心出售 优质两居室,慧华苑,回龙观,房本满五年,260.0,36112.0,101126463377,https://bj.lianjia.com/ershoufang/101126463377.html,2室1厅,72.0,东 西,简装,7层,板楼
110,回龙观,金域华府一期全南向两居室，商品房满五唯一，精装,金域华府一期,回龙观,房本满五年,505.0,56729.0,101125195115,https://bj.lianjia.com/ershoufang/101125195115.html,2室1厅,89.02,南,精装,28层,2012年
111,回龙观,龙跃苑东四区 3室2厅 南 北,龙跃苑东四区,回龙观,,528.0,41684.0,101125049702,https://bj.lianjia.com/ershoufang/101125049702.html,3室2厅,126.67,南 北,精装,中楼层(共6层),2007年
112,回龙观,首开国风美唐二期 2室1厅 东 西,首开国风美唐二期,回龙观,,430.0,53483.0,101125396839,https://bj.lianjia.com/ershoufang/101125396839.html,2室1厅,80.4,东 西,简装,中楼层(共21层),2014年
113,回龙观,融泽嘉园中路1号院 满五年唯一 高层视野好南北通透,融泽嘉园中路1号院,回龙观,房本满五年,496.0,53254.0,101125568234,https://bj.lianjia.com/ershoufang/101125568234.html,2室1厅,93.14,南 北,精装,28层,板塔结合
114,回龙观,龙华园一区小区中间，中层精装三居，户型采光好,龙华园,回龙观,房本满五年,388.0,44207.0,101125718334,https://bj.lianjia.com/ershoufang/101125718334.html,3室1厅,87.77,南 西 北,精装,6层,板楼
115,回龙观,龙华园业主自住三居室中间层适合一家购房,龙华园,回龙观,,349.0,36351.0,101125101809,https://bj.lianjia.com/ershoufang/101125101809.html,3室1厅,96.01,东 西北,简装,6层,板楼
116,回龙观,融泽嘉园西6号院南北通透两居室，中高层，俯瞰公园,融泽嘉园西二路6号院,回龙观,房本满五年,450.0,51335.0,101125881515,https://bj.lianjia.com/ershoufang/101125881515.html,2室1厅,87.66,南 北,简装,高楼层(共31层),2016年
117,回龙观,龙兴园南区 满五唯一 南北通透 业主急售 中间层,龙兴园南区,回龙观,房本满五年,548.0,43297.0,101124048353,https://bj.lianjia.com/ershoufang/101124048353.html,3室1厅,126.57,南 北,简装,7层,板楼
118,回龙观,融泽嘉园东六号院商品房满二年中间层中间位置南向一居,融泽嘉园东一路6号院,回龙观,,399.0,59651.0,101126566219,https://bj.lianjia.com/ershoufang/101126566219.html,1室1厅,66.89,南,简装,18层,2015年
119,回龙观,金域华府一期商品房满五年唯一位置安静,金域华府一期,回龙观,房本满五年,556.0,64795.0,101126638560,https://bj.lianjia.com/ershoufang/101126638560.html,2室1厅,85.81,南,精装,26层,2012年
